**********
SEED 1
**********
Running Online Backpropagation...
Iteration 1	 Training error: 0.716442	 Test error: 0.725638
0 -- 1 1 -- 4.00369e-42 
1 -- 1 0 -- 1.46513e-174 
1 -- 1 0 -- 1.48924e-113 
0 -- 8.60729e-111 1 -- 1 
1 -- 1 0 -- 5.04219e-121 
1 -- 5.91936e-20 0 -- 1 
1 -- 1 0 -- 2.14579e-121 
0 -- 1 1 -- 1.0476e-16 
0 -- 0.999142 1 -- 0.000487177 
1 -- 1 0 -- 1.80029e-89 
1 -- 1 0 -- 1.10679e-133 
1 -- 1 0 -- 0.999996 
0 -- 2.36113e-71 1 -- 1 
0 -- 3.70547e-284 1 -- 1 
1 -- 1 0 -- 7.72884e-142 
1 -- 2.47825e-37 0 -- 1 
1 -- 1 0 -- 2.56219e-35 
1 -- 1 0 -- 1.78872e-117 
1 -- 1 0 -- 1 
0 -- 1.50889e-290 1 -- 1 
1 -- 1 0 -- 5.64405e-98 
1 -- 1 0 -- 1.01135e-196 
0 -- 1 1 -- 4.83568e-95 
0 -- 3.04712e-27 1 -- 1 
1 -- 1 0 -- 1.16432e-124 
0 -- 5.64651e-177 1 -- 1 
1 -- 1 0 -- 5.71024e-55 
1 -- 1 0 -- 1.51067e-53 
0 -- 1 1 -- 4.51678e-40 
0 -- 1 1 -- 4.83568e-95 
1 -- 1 0 -- 1.12156e-71 
0 -- 1.51355e-289 1 -- 1 
1 -- 1 0 -- 5.17873e-53 
0 -- 3.18277e-27 1 -- 1 
1 -- 1 0 -- 9.0124e-114 
0 -- 0 1 -- 1 
1 -- 2.75586e-13 0 -- 1 
0 -- 1 1 -- 0.0103967 
1 -- 1 0 -- 2.61999e-119 
1 -- 0.106722 0 -- 0.710633 
0 -- 1.25737e-09 1 -- 1 
1 -- 1.24191e-60 0 -- 1 
1 -- 6.83795e-186 0 -- 1 
0 -- 0.0948456 1 -- 1 
1 -- 1 0 -- 1.96205e-134 
1 -- 1.25737e-09 0 -- 1 
1 -- 1 0 -- 7.60281e-21 
1 -- 1 0 -- 1.29359e-185 
1 -- 1 0 -- 2.226e-75 
1 -- 3.33115e-62 0 -- 1 
1 -- 1 0 -- 1.23877e-25 
0 -- 0 1 -- 1 
1 -- 1.05579e-165 0 -- 1 
1 -- 6.95067e-250 0 -- 1 
1 -- 1 0 -- 5.03527e-72 
1 -- 1 0 -- 2.07121e-67 
0 -- 6.04941e-48 1 -- 1 
1 -- 1 0 -- 2.07121e-67 
0 -- 1 1 -- 1.35479e-29 
1 -- 1.62899e-214 0 -- 1 
0 -- 1.9389e-174 1 -- 1 
0 -- 1 1 -- 3.83502e-46 
0 -- 1 1 -- 6.37872e-86 
1 -- 1 0 -- 6.68598e-114 
0 -- 3.78522e-82 1 -- 1 
1 -- 1.05222e-18 0 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 9.12331e-108 
0 -- 1.97308e-200 1 -- 1 
1 -- 1 0 -- 4.1506e-46 
0 -- 1.32832e-54 1 -- 1 
1 -- 1 0 -- 3.24501e-57 
1 -- 1 0 -- 8.20158e-77 
0 -- 3.04712e-27 1 -- 1 
0 -- 1 1 -- 1.8721e-11 
0 -- 1 1 -- 1.28422e-29 
0 -- 9.86792e-12 1 -- 1 
0 -- 1 1 -- 1.76996e-45 
1 -- 1 0 -- 1.44961e-47 
0 -- 3.41738e-66 1 -- 1 
1 -- 1 0 -- 0.981459 
1 -- 1 0 -- 2.52584e-95 
0 -- 1 1 -- 1.4728e-176 
1 -- 1 0 -- 1.66889e-147 
1 -- 1.7312e-180 0 -- 1 
1 -- 1.80358e-12 0 -- 1 
1 -- 1.60276e-64 0 -- 1 
1 -- 2.21489e-17 0 -- 1 
1 -- 0.999142 0 -- 0.000487177 
1 -- 7.9077e-50 0 -- 1 
1 -- 1 0 -- 1.38378e-56 
1 -- 1 0 -- 1.78872e-117 
0 -- 1 1 -- 8.89475e-23 
0 -- 1 1 -- 1.90485e-102 
1 -- 1.0119e-19 0 -- 1 
1 -- 1 0 -- 7.42897e-88 
0 -- 1.02522e-185 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 8.15884e-75 
1 -- 1 0 -- 5.44732e-114 
0 -- 1 1 -- 6.29117e-128 
1 -- 1 0 -- 2.52416e-145 
1 -- 0 0 -- 1 
1 -- 1 0 -- 1.5693e-211 
1 -- 1 0 -- 2.39406e-182 
1 -- 1 0 -- 6.34844e-66 
1 -- 1.0119e-19 0 -- 1 
0 -- 6.47072e-82 1 -- 1 
1 -- 1 0 -- 6.64742e-92 
0 -- 1 1 -- 2.45282e-30 
1 -- 1 0 -- 4.1108e-71 
1 -- 1 0 -- 6.71715e-79 
1 -- 1.04738e-05 0 -- 1 
1 -- 1 0 -- 6.96751e-103 
1 -- 1 0 -- 1.92219e-40 
1 -- 1 0 -- 2.74461e-110 
0 -- 1.75876e-102 1 -- 1 
0 -- 1 1 -- 1.0423e-93 
0 -- 2.84682e-26 1 -- 1 
0 -- 1 1 -- 4.68252e-44 
0 -- 0 1 -- 1 
1 -- 1 0 -- 3.44241e-119 
0 -- 1 1 -- 6.79048e-24 
1 -- 1 0 -- 1.13333e-58 
0 -- 9.36927e-27 1 -- 1 
0 -- 7.07897e-48 1 -- 1 
0 -- 1 1 -- 1.42534e-88 
1 -- 1 0 -- 2.81966e-176 
0 -- 0 1 -- 1 
0 -- 1.07865e-134 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 3.37356e-27 
0 -- 1 1 -- 2.92639e-95 
1 -- 1.10575e-136 0 -- 1 
0 -- 4.00659e-95 1 -- 1 
1 -- 1 0 -- 3.92153e-130 
1 -- 1 0 -- 3.31231e-151 
0 -- 1 1 -- 1.09173e-22 
0 -- 9.52897e-91 1 -- 1 
1 -- 9.65114e-49 0 -- 1 
0 -- 1 1 -- 2.26391e-34 
1 -- 1 0 -- 1.0837e-19 
1 -- 1 0 -- 3.0921e-59 
0 -- 1 1 -- 0.842114 
1 -- 1 0 -- 7.3038e-44 
0 -- 1 1 -- 4.08663e-22 
1 -- 0.999973 0 -- 9.72454e-10 
0 -- 1 1 -- 1.93006e-13 
1 -- 1 0 -- 4.75156e-186 
0 -- 0 1 -- 1 
1 -- 1 0 -- 4.92591e-190 
0 -- 6.14551e-05 1 -- 1 
1 -- 1 0 -- 2.87709e-51 
0 -- 1 1 -- 5.19707e-103 
0 -- 1.06497e-27 1 -- 1 
0 -- 1 1 -- 4.08663e-22 
0 -- 1 1 -- 1.73657e-85 
0 -- 1 1 -- 1.68846e-104 
0 -- 0 1 -- 1 
0 -- 1 1 -- 4.53674e-13 
1 -- 1 0 -- 6.72537e-49 
1 -- 1 0 -- 9.67385e-08 
1 -- 1 0 -- 1.59709e-120 
1 -- 0 0 -- 1 
1 -- 1 0 -- 5.47951e-66 
1 -- 1 0 -- 1.46679e-106 
1 -- 1 0 -- 1.04357e-63 
0 -- 4.54517e-82 1 -- 1 
0 -- 8.43272e-12 1 -- 1 
0 -- 4.52638e-22 1 -- 1 
1 -- 1 0 -- 2.64923e-56 
0 -- 0.999164 1 -- 4.91102e-05 
1 -- 1 0 -- 1.15275e-102 
1 -- 1 0 -- 6.37444e-39 
1 -- 1 0 -- 2.34698e-38 
1 -- 1 0 -- 1.81714e-161 
1 -- 1 0 -- 4.98699e-97 
0 -- 2.3295e-58 1 -- 1 
1 -- 1 0 -- 6.00151e-187 
1 -- 1 0 -- 2.74644e-60 
1 -- 1 0 -- 5.74718e-27 
1 -- 1 0 -- 2.50961e-123 
1 -- 1 0 -- 1.37489e-84 
1 -- 1 0 -- 2.43644e-91 
0 -- 1 1 -- 1 
0 -- 7.84042e-77 1 -- 1 
0 -- 6.47072e-82 1 -- 1 
1 -- 1 0 -- 1.09333e-139 
0 -- 1.20782e-112 1 -- 1 
1 -- 1.72725e-80 0 -- 1 
1 -- 1 0 -- 1.8721e-11 
0 -- 1 1 -- 1.33832e-35 
1 -- 1 0 -- 1.07491e-95 
1 -- 1 0 -- 6.72537e-49 
1 -- 1 0 -- 2.67885e-165 
1 -- 0.0563575 0 -- 1 
0 -- 1.91718e-63 1 -- 1 
1 -- 2.07401e-271 0 -- 1 
1 -- 8.94329e-73 0 -- 1 
0 -- 1 1 -- 2.52416e-145 
1 -- 3.16435e-12 0 -- 1 
0 -- 1 1 -- 1.17492e-62 
1 -- 1.58129e-104 0 -- 1 
1 -- 1 0 -- 2.226e-75 
0 -- 1.52974e-185 1 -- 1 
1 -- 1 0 -- 1.48924e-113 
0 -- 9.25354e-50 1 -- 1 
0 -- 2.32066e-206 1 -- 1 
1 -- 1 0 -- 2.3577e-90 
0 -- 1 1 -- 1.04357e-63 
1 -- 1 0 -- 0.00105747 
0 -- 1.74667e-61 1 -- 1 
1 -- 1 0 -- 7.50351e-110 
1 -- 1 0 -- 3.46468e-91 
0 -- 8.87496e-20 1 -- 1 
1 -- 1 0 -- 1.88382e-165 
1 -- 1 0 -- 1.81714e-161 
1 -- 1 0 -- 3.88041e-88 
1 -- 1 0 -- 2.43644e-91 
0 -- 1.60326e-123 1 -- 1 
0 -- 7.28653e-93 1 -- 1 
1 -- 4.1923e-10 0 -- 1 
0 -- 1.01234e-15 1 -- 1 
0 -- 3.58315e-186 1 -- 1 
1 -- 1 0 -- 4.56466e-112 
1 -- 3.6427e-32 0 -- 1 
1 -- 3.93304e-145 0 -- 1 
0 -- 1.25737e-09 1 -- 1 
1 -- 3.59764e-09 0 -- 0.000692636 
1 -- 1 0 -- 8.91788e-42 
1 -- 8.1124e-54 0 -- 1 
1 -- 1 0 -- 1.33994e-05 
1 -- 1 0 -- 3.2139e-82 
1 -- 1 0 -- 2.02687e-88 
1 -- 1 0 -- 1.23877e-25 
1 -- 1 0 -- 1.90485e-102 
0 -- 8.79623e-38 1 -- 1 
1 -- 1 0 -- 2.06584e-48 
1 -- 3.41651e-24 0 -- 1 
0 -- 1 1 -- 2.47819e-135 
1 -- 1 0 -- 6.0897e-15 
0 -- 1 1 -- 2.64923e-56 
1 -- 1 0 -- 4.22173e-90 
1 -- 1 0 -- 7.73829e-112 
0 -- 1 1 -- 1.42534e-88 
1 -- 1.13948e-30 0 -- 1 
1 -- 1.12422e-70 0 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.99995e-77 
1 -- 2.34962e-34 0 -- 1 
1 -- 0.999992 0 -- 1 
1 -- 1 0 -- 9.67385e-08 
1 -- 2.1951e-48 0 -- 1 
1 -- 1 0 -- 2.14577e-24 
1 -- 1 0 -- 8.27624e-15 
1 -- 9.86367e-16 0 -- 1 
0 -- 4.03156e-193 1 -- 1 
1 -- 1 0 -- 3.49032e-77 
1 -- 3.737e-36 0 -- 1 
1 -- 1 0 -- 5.19997e-123 
1 -- 1 0 -- 1.25203e-152 
1 -- 0.999992 0 -- 1 
1 -- 1 0 -- 5.85442e-122 
1 -- 1 0 -- 4.73794e-86 
0 -- 1 1 -- 4.13234e-73 
0 -- 2.4786e-145 1 -- 1 
1 -- 1 0 -- 2.15967e-93 
0 -- 1 1 -- 1.74828e-138 
1 -- 1 0 -- 2.14721e-71 
0 -- 1 1 -- 2.45282e-30 
0 -- 9.86367e-16 1 -- 1 
1 -- 1 0 -- 5.90039e-143 
0 -- 7.54571e-14 1 -- 1 
0 -- 2.00472e-245 1 -- 1 
0 -- 2.75044e-164 1 -- 1 
1 -- 0 0 -- 1 
0 -- 4.70346e-72 1 -- 1 
1 -- 1 0 -- 1.67873e-82 
0 -- 1 1 -- 4.49324e-38 
1 -- 1 0 -- 3.08198e-143 
0 -- 7.32724e-190 1 -- 1 
0 -- 1 1 -- 8.80847e-21 
0 -- 1 1 -- 2.26391e-34 
0 -- 1 1 -- 6.903e-48 
0 -- 5.48248e-08 1 -- 1 
0 -- 0.0786862 1 -- 0.0626874 
1 -- 1 0 -- 4.49324e-38 
1 -- 1 0 -- 7.39449e-123 
1 -- 1 0 -- 5.9669e-165 
1 -- 1 0 -- 8.49688e-131 
0 -- 7.33774e-160 1 -- 1 
1 -- 6.72623e-40 0 -- 1 
0 -- 1 1 -- 2.22328e-105 
0 -- 7.09853e-263 1 -- 1 
1 -- 1 0 -- 1.73445e-115 
1 -- 1 0 -- 1.44961e-47 
0 -- 6.61504e-50 1 -- 1 
1 -- 1 0 -- 6.17669e-35 
0 -- 0.0948456 1 -- 1 
0 -- 1 1 -- 5.8763e-73 
0 -- 8.58297e-56 1 -- 1 
1 -- 1 0 -- 3.08198e-143 
0 -- 1 1 -- 2.22977e-27 
0 -- 1 1 -- 5.30595e-15 
0 -- 7.35531e-10 1 -- 1 
0 -- 1 1 -- 1.62205e-30 
1 -- 7.74105e-18 0 -- 1 
1 -- 2.20066e-87 0 -- 1 
0 -- 1 1 -- 3.04451e-149 
0 -- 1 1 -- 6.37092e-116 
1 -- 9.86367e-16 0 -- 1 
0 -- 7.07964e-229 1 -- 1 
0 -- 1 1 -- 6.40787e-138 
0 -- 2.69573e-45 1 -- 1 
0 -- 2.34233e-67 1 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 8.18031e-58 
1 -- 1 0 -- 8.89684e-43 
1 -- 7.07897e-48 0 -- 1 
0 -- 1.22563e-05 1 -- 0.999919 
1 -- 1 0 -- 6.39907e-89 
0 -- 1 1 -- 8.19032e-28 
1 -- 1 0 -- 6.08163e-125 
1 -- 1.0381e-23 0 -- 1 
0 -- 1 1 -- 2.86373e-86 
0 -- 1 1 -- 0.981459 
1 -- 1 0 -- 3.78061e-106 
1 -- 1 0 -- 1.04632e-46 
0 -- 1.22563e-05 1 -- 0.999919 
0 -- 1 1 -- 1.76996e-45 
1 -- 3.89392e-301 0 -- 1 
0 -- 1 1 -- 1.03148e-106 
0 -- 1.94745e-112 1 -- 1 
1 -- 1 0 -- 4.90024e-188 
0 -- 0.106722 1 -- 0.710633 
0 -- 6.35134e-105 1 -- 1 
0 -- 1.25737e-09 1 -- 1 
1 -- 1.04209e-100 0 -- 1 
1 -- 1 0 -- 1.20771e-148 
1 -- 1 0 -- 0.0103967 
1 -- 1 0 -- 1.33317e-82 
1 -- 1 0 -- 2.74644e-60 
0 -- 1.24047e-110 1 -- 1 
0 -- 4.90627e-199 1 -- 1 
1 -- 1 0 -- 4.8797e-33 
1 -- 1.09254e-31 0 -- 1 
0 -- 0.172779 1 -- 0.999434 
1 -- 1 0 -- 1.62779e-80 
1 -- 1.13085e-17 0 -- 1 
1 -- 1 0 -- 1.70636e-176 
1 -- 1 0 -- 2.64923e-56 
0 -- 4.2449e-148 1 -- 1 
1 -- 1 0 -- 3.89891e-108 
1 -- 1 0 -- 2.08207e-69 
1 -- 6.61518e-18 0 -- 1 
1 -- 1 0 -- 9.67385e-08 
1 -- 1 0 -- 2.79351e-104 
1 -- 1 0 -- 1.494e-116 
0 -- 2.07156e-101 1 -- 1 
1 -- 1 0 -- 1.266e-89 
0 -- 9.57805e-36 1 -- 1 
1 -- 1.00212e-96 0 -- 1 
0 -- 1 1 -- 8.25671e-16 
1 -- 1 0 -- 3.31601e-66 
1 -- 1 0 -- 2.86798e-220 
0 -- 1.22563e-05 1 -- 0.999919 
1 -- 1 0 -- 3.98386e-204 
0 -- 1 1 -- 4.7823e-158 
0 -- 2.75037e-40 1 -- 1 
1 -- 1.06497e-27 0 -- 1 
0 -- 4.62002e-98 1 -- 1 
1 -- 1 0 -- 4.09129e-51 
1 -- 1.07075e-129 0 -- 1 
1 -- 1 0 -- 7.22317e-107 
1 -- 1 0 -- 2.26391e-34 
1 -- 1 0 -- 1.28422e-29 
1 -- 1 0 -- 2.03518e-158 
1 -- 1.0119e-19 0 -- 1 
0 -- 0.999142 1 -- 0.000487177 
1 -- 1 0 -- 6.65424e-94 
1 -- 1 0 -- 3.51056e-99 
0 -- 7.63978e-64 1 -- 1 
1 -- 1 0 -- 2.80971e-126 
0 -- 1.0119e-19 1 -- 1 
0 -- 1.51355e-289 1 -- 1 
1 -- 1 0 -- 1.35602e-126 
0 -- 1 1 -- 5.74718e-27 
0 -- 1 1 -- 2.72879e-88 
0 -- 4.13957e-140 1 -- 1 
0 -- 1 1 -- 5.04219e-121 
0 -- 1 1 -- 2.10102e-07 
1 -- 0.999992 0 -- 1 
0 -- 2.98201e-37 1 -- 1 
1 -- 1 0 -- 9.88574e-131 
0 -- 1 1 -- 1.40578e-130 
1 -- 2.16188e-19 0 -- 1 
0 -- 1 1 -- 4.34804e-37 
1 -- 1 0 -- 5.2783e-13 
1 -- 1 0 -- 7.00868e-55 
1 -- 8.14702e-26 0 -- 1 
0 -- 1.0381e-23 1 -- 1 
0 -- 1 1 -- 2.26391e-34 
0 -- 4.58586e-220 1 -- 1 
1 -- 1 0 -- 9.06467e-136 
0 -- 3.29438e-13 1 -- 1 
0 -- 6.20601e-52 1 -- 1 
1 -- 1 0 -- 5.30781e-217 
0 -- 1 1 -- 2.35046e-172 
1 -- 1 0 -- 1.92219e-40 
1 -- 0.106722 0 -- 0.710633 
1 -- 1 0 -- 4.26164e-75 
1 -- 4.72156e-149 0 -- 1 
0 -- 1 1 -- 2.8034e-154 
0 -- 1.69272e-264 1 -- 1 
1 -- 1 0 -- 1.61931e-78 
1 -- 2.97023e-23 0 -- 1 
0 -- 7.64307e-60 1 -- 1 
1 -- 1 0 -- 1.39103e-58 
0 -- 1 1 -- 2.99828e-57 
1 -- 1 0 -- 2.52584e-95 
1 -- 1 0 -- 7.50351e-110 
0 -- 0.000327527 1 -- 1 
1 -- 1 0 -- 4.72784e-19 
1 -- 1 0 -- 2.12091e-164 
0 -- 6.78643e-22 1 -- 1 
0 -- 0.999142 1 -- 0.000487177 
1 -- 9.86367e-16 0 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.47445e-91 
0 -- 1 1 -- 2.31085e-128 
0 -- 3.89733e-124 1 -- 1 
0 -- 1 1 -- 2.10222e-44 
0 -- 1 1 -- 4.53674e-13 
1 -- 1 0 -- 5.90039e-143 
1 -- 1 0 -- 7.62079e-20 
0 -- 4.41252e-106 1 -- 1 
0 -- 1 1 -- 3.13015e-53 
0 -- 1.25301e-97 1 -- 1 
1 -- 1 0 -- 4.67941e-94 
0 -- 1.12082e-35 1 -- 1 
0 -- 4.95012e-80 1 -- 1 
1 -- 1 0 -- 1.33994e-05 
1 -- 1 0 -- 8.39052e-143 
1 -- 1 0 -- 3.90551e-60 
0 -- 0.0653227 1 -- 0.997069 
1 -- 1 0 -- 1.11259e-135 
0 -- 1 1 -- 1.13333e-58 
0 -- 1.58475e-99 1 -- 1 
1 -- 1 0 -- 3.79268e-109 
0 -- 1.0381e-23 1 -- 1 
1 -- 0.999998 0 -- 2.05903e-18 
1 -- 1 0 -- 3.23253e-104 
1 -- 1 0 -- 2.14579e-121 
1 -- 1 0 -- 2.35046e-172 
0 -- 4.23017e-80 1 -- 1 
0 -- 3.62566e-179 1 -- 1 
0 -- 1.22563e-05 1 -- 0.999919 
0 -- 3.41738e-66 1 -- 1 
1 -- 1 0 -- 4.35448e-171 
1 -- 1 0 -- 2.07782e-70 
1 -- 1 0 -- 2.36059e-60 
0 -- 1 1 -- 1.88701e-117 
0 -- 1 1 -- 1.15275e-102 
1 -- 1 0 -- 4.85932e-50 
1 -- 1 0 -- 7.21176e-240 
0 -- 1 1 -- 1.17492e-62 
1 -- 1 0 -- 2.04279e-109 
1 -- 1 0 -- 2.21848e-104 
0 -- 8.3224e-58 1 -- 1 
1 -- 1 0 -- 2.26391e-34 
1 -- 1 0 -- 9.10283e-136 
1 -- 0 0 -- 1 
1 -- 2.159e-13 0 -- 0.997937 
1 -- 1 0 -- 1.66529e-146 
1 -- 1 0 -- 1.29517e-155 
0 -- 1 1 -- 7.60281e-21 
0 -- 0.999708 1 -- 5.46017e-16 
0 -- 1 1 -- 1.47445e-91 
1 -- 1 0 -- 3.88041e-88 
0 -- 1 1 -- 1.16432e-124 
0 -- 9.33637e-32 1 -- 1 
1 -- 1 0 -- 2.14577e-24 
0 -- 1 1 -- 2.60928e-49 
0 -- 1.51425e-240 1 -- 1 
0 -- 2.70412e-12 1 -- 1 
0 -- 3.6427e-32 1 -- 1 
1 -- 1 0 -- 4.49324e-38 
1 -- 1 0 -- 9.72565e-192 
1 -- 1 0 -- 3.11003e-81 
0 -- 2.21784e-23 1 -- 1 
1 -- 1 0 -- 1.44208e-62 
1 -- 1 0 -- 8.9646e-44 
1 -- 1 0 -- 4.00146e-22 
1 -- 1.416e-60 0 -- 1 
0 -- 1 1 -- 8.45259e-129 
1 -- 1 0 -- 1.20704e-128 
1 -- 1 0 -- 2.07921e-20 
1 -- 1 0 -- 2.26391e-34 
1 -- 1 0 -- 1.14066e-30 
0 -- 9.69314e-162 1 -- 1 
1 -- 5.34458e-92 0 -- 1 
0 -- 6.31018e-74 1 -- 1 
0 -- 1.0381e-23 1 -- 1 
1 -- 1 0 -- 9.05136e-19 
1 -- 1 0 -- 6.34844e-66 
1 -- 5.77048e-104 0 -- 1 
1 -- 1 0 -- 2.40954e-154 
1 -- 1 0 -- 6.61587e-72 
0 -- 1 1 -- 4.85705e-68 
0 -- 1.97435e-43 1 -- 1 
1 -- 1 0 -- 2.76964e-65 
0 -- 3.15935e-207 1 -- 1 
1 -- 0.999142 0 -- 0.000487177 
1 -- 1 0 -- 9.89784e-101 
0 -- 0 1 -- 1 
0 -- 2.54655e-244 1 -- 1 
0 -- 1.15418e-76 1 -- 1 
1 -- 0.999992 0 -- 1 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.75858e-73 
0 -- 1 1 -- 2.26114e-64 
0 -- 1 1 -- 1.5028e-51 
1 -- 6.16794e-285 0 -- 1 
1 -- 1 0 -- 0.0548456 
1 -- 7.66241e-198 0 -- 1 
0 -- 0.999992 1 -- 1 
1 -- 1.87492e-280 0 -- 1 
0 -- 1 1 -- 2.67161e-61 
1 -- 1 0 -- 1.14066e-30 
1 -- 1 0 -- 3.19109e-63 
1 -- 1.06497e-27 0 -- 1 
0 -- 5.07826e-84 1 -- 1 
1 -- 1 0 -- 1.68157e-34 
1 -- 1.04738e-05 0 -- 1 
1 -- 1 0 -- 9.50219e-77 
1 -- 1 0 -- 6.05614e-125 
1 -- 1 0 -- 1.93226e-42 
1 -- 1 0 -- 4.66502e-176 
0 -- 1 1 -- 4.25881e-125 
1 -- 1 0 -- 6.18518e-84 
0 -- 1 1 -- 1.68157e-34 
1 -- 1 0 -- 6.41571e-108 
1 -- 1 0 -- 9.10283e-136 
1 -- 1 0 -- 5.91977e-59 
1 -- 1 0 -- 0.981459 
1 -- 0.0284941 0 -- 0.00129762 
1 -- 8.99234e-06 0 -- 0.971391 
1 -- 1 0 -- 6.72537e-49 
1 -- 1 0 -- 1.66794e-110 
1 -- 1 0 -- 2.52584e-95 
0 -- 2.10404e-38 1 -- 1 
1 -- 4.50908e-46 0 -- 1 
1 -- 1.65001e-260 0 -- 1 
1 -- 1 0 -- 2.74644e-60 
1 -- 1 0 -- 1.42067e-172 
1 -- 2.87347e-11 0 -- 1 
1 -- 1 0 -- 1.73657e-85 
0 -- 3.04712e-27 1 -- 1 
0 -- 5.32714e-27 1 -- 1 
0 -- 1 1 -- 8.55184e-103 
0 -- 1 1 -- 0.842114 
0 -- 1 1 -- 7.50351e-110 
0 -- 6.01426e-65 1 -- 1 
1 -- 1 0 -- 1.60782e-59 
0 -- 7.64307e-60 1 -- 1 
1 -- 1.64932e-42 0 -- 1 
0 -- 7.26221e-52 1 -- 1 
1 -- 1 0 -- 5.01312e-99 
1 -- 1 0 -- 1.22759e-87 
0 -- 1 1 -- 3.58575e-143 
1 -- 1 0 -- 4.50664e-223 
0 -- 5.77e-16 1 -- 1 
1 -- 5.20972e-88 0 -- 1 
1 -- 1 0 -- 9.29355e-48 
0 -- 0 1 -- 1 
1 -- 1 0 -- 1.05368e-38 
0 -- 1 1 -- 5.74015e-57 
0 -- 1 1 -- 1.92219e-40 
0 -- 1.25737e-09 1 -- 1 
1 -- 2.32956e-182 0 -- 1 
1 -- 1 0 -- 8.40385e-107 
1 -- 1 0 -- 4.61303e-154 
1 -- 1 0 -- 1.38378e-56 
0 -- 1 1 -- 8.94634e-45 
1 -- 1 0 -- 7.50351e-110 
0 -- 0 1 -- 1 
1 -- 1 0 -- 3.20047e-99 
1 -- 1 0 -- 1.66794e-110 
1 -- 1 0 -- 1.08115e-117 
0 -- 1 1 -- 1.44961e-47 
0 -- 1 1 -- 2.25856e-35 
1 -- 4.77527e-132 0 -- 1 
1 -- 1.01505e-142 0 -- 1 
0 -- 2.80721e-132 1 -- 1 
0 -- 1 1 -- 2.06868e-97 
0 -- 1.22563e-05 1 -- 0.999919 
0 -- 1.94131e-50 1 -- 1 
1 -- 1 0 -- 5.04219e-121 
1 -- 1 0 -- 1.53397e-145 
1 -- 1 0 -- 3.46979e-28 
1 -- 1 0 -- 1.33994e-05 
1 -- 1.22563e-05 0 -- 0.999919 
0 -- 1 1 -- 4.98932e-79 
0 -- 1 1 -- 9.67385e-08 
0 -- 1 1 -- 1.33317e-82 
0 -- 0 1 -- 1 
1 -- 0 0 -- 1 
1 -- 1 0 -- 4.48775e-68 
1 -- 1 0 -- 6.92734e-81 
0 -- 1 1 -- 3.46979e-28 
0 -- 1 1 -- 5.44732e-114 
0 -- 1 1 -- 2.39698e-152 
0 -- 1.99771e-28 1 -- 1 
0 -- 1.06497e-27 1 -- 1 
0 -- 1 1 -- 5.09148e-09 
1 -- 1 0 -- 7.91656e-178 
1 -- 1 0 -- 8.29865e-119 
0 -- 1 1 -- 4.26164e-75 
0 -- 6.13173e-110 1 -- 1 
1 -- 1.22563e-05 0 -- 0.999919 
0 -- 1 1 -- 1.13797e-31 
0 -- 5.34458e-92 1 -- 1 
1 -- 4.26978e-90 0 -- 1 
0 -- 0.000104795 1 -- 7.13491e-07 
1 -- 7.06464e-207 0 -- 1 
1 -- 1 0 -- 2.45862e-29 
1 -- 1 0 -- 1.90485e-102 
1 -- 1 0 -- 1.97343e-156 
1 -- 1 0 -- 1.49176e-65 
1 -- 1 0 -- 5.19361e-153 
1 -- 1 0 -- 6.40787e-138 
0 -- 1.0827e-22 1 -- 1 
1 -- 1 0 -- 5.34812e-104 
1 -- 1 0 -- 5.19361e-153 
0 -- 0 1 -- 1 
1 -- 1 0 -- 2.11634e-163 
0 -- 1.06497e-27 1 -- 1 
1 -- 1 0 -- 8.11104e-140 
1 -- 1 0 -- 4.99543e-49 
1 -- 1 0 -- 5.68373e-90 
0 -- 2.6125e-26 1 -- 1 
1 -- 1 0 -- 3.88041e-88 
1 -- 1 0 -- 1.06631e-159 
1 -- 1 0 -- 1.42534e-88 
0 -- 6.81302e-86 1 -- 1 
1 -- 1 0 -- 4.68252e-44 
0 -- 1 1 -- 6.97215e-53 
1 -- 1 0 -- 4.43812e-17 
0 -- 1.88056e-191 1 -- 1 
1 -- 1 0 -- 4.44364e-101 
0 -- 1 1 -- 1.67761e-132 
1 -- 1 0 -- 1.29095e-31 
1 -- 1 0 -- 3.92153e-130 
0 -- 5.00709e-165 1 -- 1 
1 -- 9.86367e-16 0 -- 1 
0 -- 7.7618e-145 1 -- 1 
0 -- 3.10245e-23 1 -- 1 
0 -- 1 1 -- 4.25644e-105 
1 -- 1 0 -- 2.04835e-130 
1 -- 1 0 -- 0.999986 
1 -- 0.999989 0 -- 1 
0 -- 7.54571e-14 1 -- 1 
0 -- 1 1 -- 9.20648e-63 
1 -- 1.25737e-09 0 -- 1 
1 -- 1 0 -- 4.58643e-132 
1 -- 1 0 -- 8.19032e-28 
1 -- 4.04593e-263 0 -- 1 
0 -- 1 1 -- 4.38266e-143 
0 -- 1 1 -- 3.2139e-82 
0 -- 5.88706e-268 1 -- 1 
0 -- 3.65783e-92 1 -- 1 
